date,humidity_pct,cracks_cumulative,site_id
2025-11-16,51.8,0,margina_holdea_t2
2025-11-17,52.0,0,margina_holdea_t2
2025-11-18,53.5,0,margina_holdea_t2
2025-11-19,52.0,0,margina_holdea_t2
2025-11-20,55.5,0,margina_holdea_t2
2025-11-21,50.5,0,margina_holdea_t2
2025-11-22,48.1,0,margina_holdea_t2
2025-11-23,49.8,0,margina_holdea_t2
2025-11-24,52.2,0,margina_holdea_t2
2025-11-25,55.3,0,margina_holdea_t2
2025-11-26,54.1,0,margina_holdea_t2
2025-11-27,53.5,0,margina_holdea_t2
2025-11-28,51.5,0,margina_holdea_t2
2025-11-29,49.5,0,margina_holdea_t2
2025-11-30,50.9,0,margina_holdea_t2
2025-12-01,48.7,0,margina_holdea_t2
2025-12-02,52.2,0,margina_holdea_t2
2025-12-03,49.3,0,margina_holdea_t2
2025-12-04,49.0,0,margina_holdea_t2
2025-12-05,50.5,0,margina_holdea_t2
2025-12-06,55.9,0,margina_holdea_t2
2025-12-07,47.8,1,margina_holdea_t2
2025-12-08,53.2,1,margina_holdea_t2
2025-12-09,50.0,1,margina_holdea_t2
2025-12-10,53.1,1,margina_holdea_t2
2025-12-11,49.3,1,margina_holdea_t2
2025-12-12,46.7,1,margina_holdea_t2
2025-12-13,50.7,1,margina_holdea_t2
2025-12-14,51.0,1,margina_holdea_t2
2025-12-15,51.7,1,margina_holdea_t2
2025-12-16,47.1,1,margina_holdea_t2
2025-12-17,51.7,1,margina_holdea_t2
2025-12-18,45.9,1,margina_holdea_t2
2025-12-19,54.8,1,margina_holdea_t2
2025-12-20,50.5,1,margina_holdea_t2
2025-12-21,49.4,1,margina_holdea_t2
2025-12-22,49.3,1,margina_holdea_t2
2025-12-23,51.3,1,margina_holdea_t2
2025-12-24,51.3,1,margina_holdea_t2
2025-12-25,54.0,1,margina_holdea_t2
2025-12-26,50.1,1,margina_holdea_t2
2025-12-27,46.2,1,margina_holdea_t2
2025-12-28,49.3,1,margina_holdea_t2
2025-12-29,51.1,1,margina_holdea_t2
2025-12-30,49.6,1,margina_holdea_t2
2025-12-31,55.2,1,margina_holdea_t2
2026-01-01,53.0,1,margina_holdea_t2
2026-01-02,49.3,1,margina_holdea_t2
2026-01-03,51.7,1,margina_holdea_t2
2026-01-04,50.8,1,margina_holdea_t2
2026-01-05,48.8,1,margina_holdea_t2
2026-01-06,52.9,1,margina_holdea_t2
2026-01-07,53.3,1,margina_holdea_t2
2026-01-08,51.3,1,margina_holdea_t2
2026-01-09,50.3,1,margina_holdea_t2
2026-01-10,45.7,1,margina_holdea_t2
2026-01-11,51.2,1,margina_holdea_t2
2026-01-12,49.2,1,margina_holdea_t2
2026-01-13,51.3,1,margina_holdea_t2
2026-01-14,49.7,1,margina_holdea_t2
2026-01-15,53.4,1,margina_holdea_t2
2026-01-16,50.2,1,margina_holdea_t2
2026-01-17,53.7,1,margina_holdea_t2
2026-01-18,52.4,1,margina_holdea_t2
2026-01-19,55.6,1,margina_holdea_t2
2026-01-20,49.7,1,margina_holdea_t2
2026-01-21,49.1,1,margina_holdea_t2
2026-01-22,52.7,1,margina_holdea_t2
2026-01-23,49.6,1,margina_holdea_t2
2026-01-24,44.9,1,margina_holdea_t2
2026-01-25,52.9,2,margina_holdea_t2
2026-01-26,52.4,2,margina_holdea_t2
2026-01-27,54.2,2,margina_holdea_t2
2026-01-28,50.6,2,margina_holdea_t2
2026-01-29,55.9,2,margina_holdea_t2
2026-01-30,49.0,2,margina_holdea_t2
2026-01-31,51.8,2,margina_holdea_t2
2026-02-01,49.2,3,margina_holdea_t2
2026-02-02,46.9,3,margina_holdea_t2
2026-02-03,49.8,3,margina_holdea_t2
2026-02-04,45.8,3,margina_holdea_t2
2026-02-05,51.4,3,margina_holdea_t2
2026-02-06,50.1,3,margina_holdea_t2
2026-02-07,54.4,3,margina_holdea_t2
2026-02-08,53.0,3,margina_holdea_t2
2026-02-09,55.5,3,margina_holdea_t2
2026-02-10,53.3,3,margina_holdea_t2
2026-02-11,52.7,3,margina_holdea_t2
2026-02-12,47.0,3,margina_holdea_t2
2026-02-13,50.7,3,margina_holdea_t2
2026-02-14,49.0,3,margina_holdea_t2
2026-02-15,56.4,3,margina_holdea_t2
2026-02-16,44.2,3,margina_holdea_t2
2026-02-17,49.0,3,margina_holdea_t2
2026-02-18,51.7,3,margina_holdea_t2
2026-02-19,50.2,3,margina_holdea_t2
2026-02-20,56.8,3,margina_holdea_t2
2026-02-21,46.8,3,margina_holdea_t2
2026-02-22,51.4,3,margina_holdea_t2
2026-02-23,51.8,3,margina_holdea_t2
2026-02-24,54.8,3,margina_holdea_t2
2026-02-25,45.9,3,margina_holdea_t2
2026-02-26,49.3,3,margina_holdea_t2
2026-02-27,50.6,3,margina_holdea_t2
2026-02-28,48.4,3,margina_holdea_t2
2026-03-01,48.0,3,margina_holdea_t2
2026-03-02,55.3,3,margina_holdea_t2
2026-03-03,48.6,3,margina_holdea_t2
2026-03-04,54.1,3,margina_holdea_t2
2026-03-05,48.3,3,margina_holdea_t2
2026-03-06,48.3,3,margina_holdea_t2
2026-03-07,53.6,3,margina_holdea_t2
2026-03-08,51.8,3,margina_holdea_t2
2026-03-09,53.1,3,margina_holdea_t2
2026-03-10,47.6,3,margina_holdea_t2
2026-03-11,49.1,3,margina_holdea_t2
2026-03-12,54.4,3,margina_holdea_t2
2026-03-13,57.2,3,margina_holdea_t2
2026-03-14,57.3,3,margina_holdea_t2
2026-03-15,57.4,3,margina_holdea_t2
2026-03-16,53.8,3,margina_holdea_t2
2026-03-17,54.4,3,margina_holdea_t2
2026-03-18,51.3,3,margina_holdea_t2
2026-03-19,55.8,3,margina_holdea_t2
2026-03-20,53.1,3,margina_holdea_t2
2026-03-21,53.4,3,margina_holdea_t2
2026-03-22,54.8,3,margina_holdea_t2
2026-03-23,52.2,3,margina_holdea_t2
2026-03-24,52.9,3,margina_holdea_t2
2026-03-25,56.9,3,margina_holdea_t2
2026-03-26,53.0,3,margina_holdea_t2
2026-03-27,53.8,3,margina_holdea_t2
2026-03-28,50.0,3,margina_holdea_t2
2026-03-29,48.8,3,margina_holdea_t2
2026-03-30,49.8,3,margina_holdea_t2
2026-03-31,49.4,3,margina_holdea_t2
2026-04-01,57.1,3,margina_holdea_t2
2026-04-02,53.1,3,margina_holdea_t2
2026-04-03,50.1,3,margina_holdea_t2
2026-04-04,51.1,3,margina_holdea_t2
2026-04-05,53.3,4,margina_holdea_t2
2026-04-06,53.3,4,margina_holdea_t2
2026-04-07,57.4,4,margina_holdea_t2
2026-04-08,59.3,4,margina_holdea_t2
2026-04-09,56.5,4,margina_holdea_t2
2026-04-10,59.0,4,margina_holdea_t2
2026-04-11,53.5,4,margina_holdea_t2
2026-04-12,55.0,5,margina_holdea_t2
2026-04-13,56.3,5,margina_holdea_t2
2026-04-14,54.9,5,margina_holdea_t2
2026-04-15,51.2,5,margina_holdea_t2
2026-04-16,50.1,5,margina_holdea_t2
2026-04-17,57.7,5,margina_holdea_t2
2026-04-18,60.1,5,margina_holdea_t2
2026-04-19,55.4,6,margina_holdea_t2
2026-04-20,57.8,7,margina_holdea_t2
2026-04-21,57.2,7,margina_holdea_t2
2026-04-22,60.3,7,margina_holdea_t2
2026-04-23,62.2,8,margina_holdea_t2
2026-04-24,62.2,8,margina_holdea_t2
2026-04-25,58.8,8,margina_holdea_t2
2026-04-26,58.3,8,margina_holdea_t2
2026-04-27,59.9,9,margina_holdea_t2
2026-04-28,57.8,9,margina_holdea_t2
