date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,2.7787084456459112,livezeni,
2025-11-28,-2.6277210782607474,livezeni,
2025-12-10,0.6298543876915521,livezeni,
2025-12-22,-2.0465665030376647,livezeni,-4.021062457236314
2026-01-03,-0.11026425928570649,livezeni,2.0978806824792007
2026-01-15,-3.547573349757099,livezeni,-3.4811897812072097
2026-01-27,-3.3883584804971356,livezeni,-1.1181599812162257
2026-02-08,0.4215155736596401,livezeni,0.44314986078778884
2026-02-20,-1.3559451780128424,livezeni,1.8263568097868808
2026-03-04,-2.3869896453724992,livezeni,0.8344740292705304
2026-03-16,-3.250410023477907,livezeni,-3.059937997614623
2026-03-28,-1.2700368977670564,livezeni,0.07159023353815501
2026-04-09,-4.808547682902304,livezeni,-2.0179650312748376
2026-04-21,-4.673274747512429,livezeni,-1.1857206033621015
2026-05-03,-2.0937683341732507,livezeni,-0.6864428636718286
2026-05-15,-4.316028228960676,livezeni,0.41043287828469
