date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-0.4414013926811742,margina_holdea_t2,
2025-11-28,-2.800041709496056,margina_holdea_t2,
2025-12-10,1.6231309846047532,margina_holdea_t2,
2025-12-22,-3.8892309944312933,margina_holdea_t2,-2.873191334791766
2026-01-03,1.495018327994405,margina_holdea_t2,3.5792166979087177
2026-01-15,-0.3478892775556784,margina_holdea_t2,-1.642516885133693
2026-01-27,-3.0485832467361185,margina_holdea_t2,0.7005397897459791
2026-02-08,-1.7405843175687998,margina_holdea_t2,-2.6963355379693374
2026-02-20,-4.131887957386123,margina_holdea_t2,-3.1533322331920375
2026-03-04,2.232381785841003,margina_holdea_t2,4.400804193814269
2026-03-16,-0.04310295470743486,margina_holdea_t2,1.4145678023844708
2026-03-28,1.0639517830477958,margina_holdea_t2,4.3298664503616
2026-04-09,0.7380399856212996,margina_holdea_t2,-1.2452848335164197
2026-04-21,-3.876812487660374,margina_holdea_t2,-3.1947579441274496
2026-05-03,1.7034253905202876,margina_holdea_t2,0.5328946728937433
2026-05-15,-1.1644106210038763,margina_holdea_t2,-1.58537550552098
