date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,0.12180230901984981,lupeni,
2025-11-28,1.0323950797813455,lupeni,
2025-12-10,-0.801275899703957,lupeni,
2025-12-22,-1.0116255029483148,lupeni,-0.9445231766401373
2026-01-03,0.20420432748006379,lupeni,-0.6901589602510682
2026-01-15,-0.03863383750546956,lupeni,0.6355350518320728
2026-01-27,-0.7153930087546414,lupeni,0.24686041182806115
2026-02-08,-5.3931889681090635,lupeni,-4.66449441299094
2026-02-20,-3.5285413300502473,lupeni,-2.908256243787315
2026-03-04,-3.133562034214604,lupeni,-2.015140854549969
2026-03-16,-0.7812520494158557,lupeni,3.8432807655776733
2026-03-28,-2.77951262593975,lupeni,0.624190586758748
2026-04-09,-4.140839524805307,lupeni,-0.8393979088255862
2026-04-21,-2.4751912647958956,lupeni,-1.4116160128167
2026-05-03,-2.8674555799089463,lupeni,-0.07328579497433041
2026-05-15,-6.799108942636485,lupeni,-2.215224514859315
