date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-0.04055118725101309,targu_ocna,
2025-11-28,2.880487467055594,targu_ocna,
2025-12-10,-1.4443761288656567,targu_ocna,
2025-12-22,2.436577934445337,targu_ocna,2.064274268080292
2026-01-03,-1.3701815603300163,targu_ocna,-3.542224189488009
2026-01-15,2.6252525147560792,targu_ocna,3.3913572030181136
2026-01-27,-8.59587467815576,targu_ocna,-9.193710510500914
2026-02-08,3.3507044342650154,targu_ocna,3.934071662162526
2026-02-20,-4.15297680811192,targu_ocna,-5.648524435723333
2026-03-04,-0.7802685436419006,targu_ocna,6.513005112094882
2026-03-16,-8.689911378697229,targu_ocna,-10.03384651080187
2026-03-28,-2.2272783092926423,targu_ocna,1.604748749016065
2026-04-09,2.827688018034378,targu_ocna,3.0066304680635656
2026-04-21,0.6749682462082693,targu_ocna,7.804066354087915
2026-05-03,-3.414172241171847,targu_ocna,-0.9890782765660041
2026-05-15,0.4374130597783401,targu_ocna,-1.9918957985466983
