date,humidity_pct,cracks_cumulative,site_id
2025-11-16,32.8,0,meses_a3
2025-11-17,34.6,0,meses_a3
2025-11-18,40.2,0,meses_a3
2025-11-19,36.6,0,meses_a3
2025-11-20,39.3,0,meses_a3
2025-11-21,41.9,0,meses_a3
2025-11-22,33.6,0,meses_a3
2025-11-23,33.2,0,meses_a3
2025-11-24,31.8,0,meses_a3
2025-11-25,38.0,0,meses_a3
2025-11-26,34.2,0,meses_a3
2025-11-27,37.2,0,meses_a3
2025-11-28,39.5,0,meses_a3
2025-11-29,36.3,0,meses_a3
2025-11-30,40.8,0,meses_a3
2025-12-01,34.6,0,meses_a3
2025-12-02,38.1,0,meses_a3
2025-12-03,36.1,0,meses_a3
2025-12-04,40.4,0,meses_a3
2025-12-05,31.8,0,meses_a3
2025-12-06,37.3,0,meses_a3
2025-12-07,35.5,0,meses_a3
2025-12-08,36.0,0,meses_a3
2025-12-09,36.0,0,meses_a3
2025-12-10,33.1,0,meses_a3
2025-12-11,36.9,0,meses_a3
2025-12-12,34.5,0,meses_a3
2025-12-13,34.8,0,meses_a3
2025-12-14,33.5,1,meses_a3
2025-12-15,35.2,1,meses_a3
2025-12-16,38.1,1,meses_a3
2025-12-17,32.6,1,meses_a3
2025-12-18,37.4,1,meses_a3
2025-12-19,35.2,1,meses_a3
2025-12-20,34.0,1,meses_a3
2025-12-21,32.7,1,meses_a3
2025-12-22,37.7,1,meses_a3
2025-12-23,29.5,1,meses_a3
2025-12-24,33.5,1,meses_a3
2025-12-25,38.9,1,meses_a3
2025-12-26,36.4,1,meses_a3
2025-12-27,34.2,1,meses_a3
2025-12-28,31.9,1,meses_a3
2025-12-29,34.3,1,meses_a3
2025-12-30,37.7,1,meses_a3
2025-12-31,39.1,1,meses_a3
2026-01-01,37.1,1,meses_a3
2026-01-02,33.3,1,meses_a3
2026-01-03,35.8,1,meses_a3
2026-01-04,38.0,1,meses_a3
2026-01-05,31.5,1,meses_a3
2026-01-06,30.3,1,meses_a3
2026-01-07,32.0,1,meses_a3
2026-01-08,33.3,1,meses_a3
2026-01-09,34.3,1,meses_a3
2026-01-10,36.2,1,meses_a3
2026-01-11,36.0,1,meses_a3
2026-01-12,36.6,1,meses_a3
2026-01-13,35.5,1,meses_a3
2026-01-14,36.0,1,meses_a3
2026-01-15,33.6,1,meses_a3
2026-01-16,35.4,1,meses_a3
2026-01-17,36.4,1,meses_a3
2026-01-18,31.0,2,meses_a3
2026-01-19,35.1,2,meses_a3
2026-01-20,40.3,2,meses_a3
2026-01-21,37.3,2,meses_a3
2026-01-22,35.0,2,meses_a3
2026-01-23,31.9,2,meses_a3
