date,humidity_pct,cracks_cumulative,site_id
2025-11-16,48.9,0,margina_holdea_t1
2025-11-17,57.3,0,margina_holdea_t1
2025-11-18,50.9,0,margina_holdea_t1
2025-11-19,51.1,0,margina_holdea_t1
2025-11-20,57.1,0,margina_holdea_t1
2025-11-21,52.6,0,margina_holdea_t1
2025-11-22,56.2,0,margina_holdea_t1
2025-11-23,49.2,0,margina_holdea_t1
2025-11-24,51.4,0,margina_holdea_t1
2025-11-25,51.4,0,margina_holdea_t1
2025-11-26,52.4,0,margina_holdea_t1
2025-11-27,53.4,0,margina_holdea_t1
2025-11-28,51.6,0,margina_holdea_t1
2025-11-29,51.1,0,margina_holdea_t1
2025-11-30,53.9,0,margina_holdea_t1
2025-12-01,53.3,0,margina_holdea_t1
2025-12-02,51.0,0,margina_holdea_t1
2025-12-03,53.8,0,margina_holdea_t1
2025-12-04,52.9,0,margina_holdea_t1
2025-12-05,52.4,0,margina_holdea_t1
2025-12-06,49.3,0,margina_holdea_t1
2025-12-07,52.0,0,margina_holdea_t1
2025-12-08,50.3,0,margina_holdea_t1
2025-12-09,48.7,0,margina_holdea_t1
2025-12-10,50.0,0,margina_holdea_t1
2025-12-11,53.4,0,margina_holdea_t1
2025-12-12,50.2,0,margina_holdea_t1
2025-12-13,48.8,0,margina_holdea_t1
2025-12-14,54.4,0,margina_holdea_t1
2025-12-15,49.7,0,margina_holdea_t1
2025-12-16,49.6,0,margina_holdea_t1
2025-12-17,51.5,0,margina_holdea_t1
2025-12-18,58.5,0,margina_holdea_t1
2025-12-19,46.8,0,margina_holdea_t1
2025-12-20,48.0,0,margina_holdea_t1
2025-12-21,51.1,0,margina_holdea_t1
2025-12-22,52.3,0,margina_holdea_t1
2025-12-23,54.1,0,margina_holdea_t1
2025-12-24,48.8,0,margina_holdea_t1
2025-12-25,46.5,0,margina_holdea_t1
2025-12-26,50.2,0,margina_holdea_t1
2025-12-27,48.2,0,margina_holdea_t1
