date,water_inflow_l_per_min,site_id
2025-11-16,12.5,margina_holdea_t1
2025-11-17,11.8,margina_holdea_t1
2025-11-18,14.0,margina_holdea_t1
2025-11-19,12.1,margina_holdea_t1
2025-11-20,13.0,margina_holdea_t1
2025-11-21,13.4,margina_holdea_t1
2025-11-22,14.7,margina_holdea_t1
2025-11-23,14.3,margina_holdea_t1
2025-11-24,16.3,margina_holdea_t1
2025-11-25,14.0,margina_holdea_t1
2025-11-26,13.6,margina_holdea_t1
2025-11-27,13.4,margina_holdea_t1
2025-11-28,13.2,margina_holdea_t1
2025-11-29,14.7,margina_holdea_t1
2025-11-30,14.4,margina_holdea_t1
2025-12-01,14.3,margina_holdea_t1
2025-12-02,14.3,margina_holdea_t1
2025-12-03,14.3,margina_holdea_t1
2025-12-04,14.6,margina_holdea_t1
2025-12-05,15.1,margina_holdea_t1
2025-12-06,13.4,margina_holdea_t1
2025-12-07,14.6,margina_holdea_t1
2025-12-08,13.3,margina_holdea_t1
2025-12-09,11.4,margina_holdea_t1
2025-12-10,12.4,margina_holdea_t1
2025-12-11,11.7,margina_holdea_t1
2025-12-12,12.0,margina_holdea_t1
2025-12-13,14.5,margina_holdea_t1
2025-12-14,12.2,margina_holdea_t1
2025-12-15,10.9,margina_holdea_t1
2025-12-16,11.6,margina_holdea_t1
2025-12-17,12.7,margina_holdea_t1
2025-12-18,10.0,margina_holdea_t1
2025-12-19,11.2,margina_holdea_t1
2025-12-20,12.0,margina_holdea_t1
2025-12-21,10.0,margina_holdea_t1
2025-12-22,11.3,margina_holdea_t1
2025-12-23,13.0,margina_holdea_t1
2025-12-24,13.1,margina_holdea_t1
2025-12-25,11.4,margina_holdea_t1
2025-12-26,11.4,margina_holdea_t1
2025-12-27,14.3,margina_holdea_t1
2025-12-28,12.8,margina_holdea_t1
2025-12-29,12.3,margina_holdea_t1
2025-12-30,11.9,margina_holdea_t1
2025-12-31,12.6,margina_holdea_t1
2026-01-01,14.5,margina_holdea_t1
2026-01-02,12.1,margina_holdea_t1
2026-01-03,15.1,margina_holdea_t1
2026-01-04,14.4,margina_holdea_t1
2026-01-05,16.1,margina_holdea_t1
2026-01-06,15.6,margina_holdea_t1
2026-01-07,17.0,margina_holdea_t1
2026-01-08,16.2,margina_holdea_t1
2026-01-09,14.1,margina_holdea_t1
2026-01-10,15.1,margina_holdea_t1
2026-01-11,13.1,margina_holdea_t1
2026-01-12,14.4,margina_holdea_t1
2026-01-13,12.7,margina_holdea_t1
2026-01-14,13.9,margina_holdea_t1
2026-01-15,12.2,margina_holdea_t1
2026-01-16,12.1,margina_holdea_t1
2026-01-17,13.2,margina_holdea_t1
2026-01-18,12.5,margina_holdea_t1
2026-01-19,13.1,margina_holdea_t1
2026-01-20,11.9,margina_holdea_t1
2026-01-21,9.3,margina_holdea_t1
2026-01-22,12.7,margina_holdea_t1
2026-01-23,11.4,margina_holdea_t1
2026-01-24,12.8,margina_holdea_t1
2026-01-25,11.5,margina_holdea_t1
2026-01-26,13.3,margina_holdea_t1
2026-01-27,14.2,margina_holdea_t1
2026-01-28,13.6,margina_holdea_t1
