date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-2.319849960464958,meses_a3,
2025-11-28,-0.07842802609768063,meses_a3,
2025-12-10,0.49800034870376475,meses_a3,
2025-12-22,-4.886814911417979,meses_a3,-2.1391374591275176
2026-01-03,-1.0959024050430275,meses_a3,-0.8478953157877891
2026-01-15,-1.5832364017050815,meses_a3,-1.7343639586740387
2026-01-27,-0.6997423002683989,meses_a3,3.489227175957983
2026-02-08,-1.2620116715373193,meses_a3,-0.13842438874524318
2026-02-20,-0.24850594884100852,meses_a3,1.1122753773867275
2026-03-04,-0.3161570034342544,meses_a3,0.31965441402845374
2026-03-16,5.62827795010234,meses_a3,5.741908018033049
2026-03-28,-2.945798914163463,meses_a3,-2.247744137768712
2026-04-09,-0.49494611880468314,meses_a3,-0.1489909294753573
2026-04-21,1.0823331465970165,meses_a3,-3.7882873362544363
2026-05-03,-1.5961338616951108,meses_a3,1.1247208770569603
2026-05-15,-1.3636925473715158,meses_a3,-0.7239553571390273
