date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,1.814550252744812,margina_holdea_t1,
2025-11-28,0.6070879333575808,margina_holdea_t1,
2025-12-10,4.458269567325472,margina_holdea_t1,
2025-12-22,-1.9270646652262857,margina_holdea_t1,-3.1180124316425815
2026-01-03,-0.09682366772137455,margina_holdea_t1,-0.5865930008991295
2026-01-15,1.9813176831000368,margina_holdea_t1,-2.064126570187863
2026-01-27,3.7265558055460026,margina_holdea_t1,4.711350392310241
2026-02-08,-3.090219306810724,margina_holdea_t1,-2.4944963659077914
2026-02-20,2.8057065601606346,margina_holdea_t1,0.6869907308838316
2026-03-04,3.851272297597632,margina_holdea_t1,0.10393041004302458
2026-03-16,-0.30368734328931524,margina_holdea_t1,2.322109969601174
2026-03-28,1.6698222441039228,margina_holdea_t1,-0.9465702633805932
2026-04-09,-0.20089163771112195,margina_holdea_t1,-3.376803279423962
2026-04-21,-3.8417512450333478,margina_holdea_t1,-2.948386584786694
2026-05-03,-2.9561101713986138,margina_holdea_t1,-3.854943679585447
2026-05-15,-6.17373109709952,margina_holdea_t1,-4.977366216156999
