date,co_mg_m3,no2_mg_m3,pm10_mg_m3,ch4_pct_vol,site_id
2025-11-16,8.36,2.12,1.62,0.015,margina_holdea_t1
2025-11-17,7.78,1.98,2.12,0.015,margina_holdea_t1
2025-11-18,9.83,2.35,2.22,0.015,margina_holdea_t1
2025-11-19,7.11,2.35,2.04,0.008,margina_holdea_t1
2025-11-20,9.19,3.05,2.04,0.006,margina_holdea_t1
2025-11-21,7.7,2.14,2.07,0.031,margina_holdea_t1
2025-11-22,10.08,2.86,2.29,0.015,margina_holdea_t1
2025-11-23,7.12,2.44,2.02,0.018,margina_holdea_t1
2025-11-24,10.03,2.35,1.72,0.01,margina_holdea_t1
2025-11-25,7.41,2.62,1.93,0.024,margina_holdea_t1
2025-11-26,9.38,2.16,1.85,0.019,margina_holdea_t1
2025-11-27,6.95,2.72,2.11,0.006,margina_holdea_t1
2025-11-28,6.01,3.05,2.07,0.017,margina_holdea_t1
2025-11-29,7.45,3.0,2.25,0.004,margina_holdea_t1
2025-11-30,7.77,1.99,1.65,0.019,margina_holdea_t1
2025-12-01,7.7,2.21,2.31,0.024,margina_holdea_t1
2025-12-02,7.25,3.04,2.11,0.018,margina_holdea_t1
2025-12-03,8.63,2.54,2.1,0.021,margina_holdea_t1
2025-12-04,7.86,2.48,2.38,0.015,margina_holdea_t1
2025-12-05,8.93,2.3,1.91,0.008,margina_holdea_t1
2025-12-06,7.97,2.23,2.33,0.015,margina_holdea_t1
2025-12-07,8.32,2.72,1.91,0.018,margina_holdea_t1
2025-12-08,8.86,2.22,1.86,0.0,margina_holdea_t1
2025-12-09,9.44,2.49,2.2,0.003,margina_holdea_t1
2025-12-10,8.53,2.11,1.8,0.033,margina_holdea_t1
2025-12-11,8.85,2.28,1.94,0.03,margina_holdea_t1
2025-12-12,9.51,2.22,2.45,0.022,margina_holdea_t1
2025-12-13,10.38,2.95,2.24,0.02,margina_holdea_t1
2025-12-14,8.22,2.5,1.59,0.027,margina_holdea_t1
2025-12-15,7.25,2.1,1.92,0.027,margina_holdea_t1
2025-12-16,8.14,2.51,2.04,0.032,margina_holdea_t1
2025-12-17,8.78,2.45,2.36,0.011,margina_holdea_t1
2025-12-18,8.97,2.46,1.92,0.027,margina_holdea_t1
2025-12-19,8.05,2.02,1.46,0.016,margina_holdea_t1
2025-12-20,10.15,2.35,1.72,0.012,margina_holdea_t1
2025-12-21,9.19,1.43,1.92,0.001,margina_holdea_t1
2025-12-22,7.61,2.01,1.88,0.029,margina_holdea_t1
2025-12-23,9.46,2.21,1.62,0.005,margina_holdea_t1
2025-12-24,7.96,2.52,1.88,0.014,margina_holdea_t1
2025-12-25,7.81,2.52,1.65,0.0,margina_holdea_t1
2025-12-26,8.42,2.65,2.07,0.014,margina_holdea_t1
2025-12-27,8.75,3.01,2.28,0.012,margina_holdea_t1
2025-12-28,7.93,2.56,1.66,0.028,margina_holdea_t1
2025-12-29,7.13,1.99,2.11,0.009,margina_holdea_t1
2025-12-30,8.77,2.64,2.2,0.018,margina_holdea_t1
2025-12-31,9.22,2.16,2.07,0.019,margina_holdea_t1
2026-01-01,8.15,2.21,2.08,0.0,margina_holdea_t1
2026-01-02,8.51,3.02,2.12,0.024,margina_holdea_t1
2026-01-03,7.88,2.47,1.92,0.025,margina_holdea_t1
2026-01-04,7.52,2.24,1.82,0.017,margina_holdea_t1
2026-01-05,7.69,2.21,1.96,0.001,margina_holdea_t1
2026-01-06,10.04,2.9,2.23,0.025,margina_holdea_t1
2026-01-07,7.75,2.52,2.3,0.02,margina_holdea_t1
2026-01-08,8.79,2.68,1.67,0.038,margina_holdea_t1
2026-01-09,7.93,2.27,2.15,0.012,margina_holdea_t1
2026-01-10,8.96,2.98,1.92,0.035,margina_holdea_t1
2026-01-11,9.06,2.41,2.15,0.035,margina_holdea_t1
2026-01-12,9.07,2.36,1.83,0.022,margina_holdea_t1
2026-01-13,5.64,2.74,1.85,0.026,margina_holdea_t1
2026-01-14,8.55,2.7,2.25,0.009,margina_holdea_t1
2026-01-15,8.38,1.96,1.86,0.008,margina_holdea_t1
2026-01-16,6.53,2.31,2.17,0.013,margina_holdea_t1
2026-01-17,8.15,3.08,2.12,0.033,margina_holdea_t1
2026-01-18,6.8,2.55,2.15,0.017,margina_holdea_t1
2026-01-19,7.99,3.01,1.94,0.027,margina_holdea_t1
2026-01-20,9.53,2.39,2.21,0.012,margina_holdea_t1
2026-01-21,7.29,2.28,2.69,0.014,margina_holdea_t1
2026-01-22,9.1,2.42,2.2,0.014,margina_holdea_t1
2026-01-23,7.88,3.09,2.01,0.031,margina_holdea_t1
2026-01-24,7.31,2.37,1.74,0.013,margina_holdea_t1
2026-01-25,6.27,2.71,1.8,0.017,margina_holdea_t1
