date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-1.2151200393735808,praid,
2025-11-28,-2.9008326069338533,praid,
2025-12-10,5.772078491403626,praid,
2025-12-22,-3.3589210412284105,praid,-1.786500834879025
2026-01-03,0.08868326880389776,praid,2.491263229781459
2026-01-15,-0.8675194021958655,praid,-5.532998244666243
2026-01-27,-4.240491513733864,praid,-0.7346420604212112
2026-02-08,-4.636971223707166,praid,-3.9380454104258864
2026-02-20,-3.482897325665361,praid,-2.1794816028912463
2026-03-04,0.4168486563513667,praid,3.881116808404359
2026-03-16,-0.26831358880009915,praid,3.640548029089222
2026-03-28,-2.859021832080675,praid,0.519896244653905
2026-04-09,-1.6374466349366708,praid,-1.7119127427400314
2026-04-21,-2.5250614982562256,praid,-1.8806232578801052
2026-05-03,-9.97865221485589,praid,-5.933025318979346
2026-05-15,-21.59856438143627,praid,-16.634264788749668
