date,displacement_mm,site_id,velocity_mm_per_month
2025-11-16,-2.185445960702123,ocna_dej,
2025-11-28,-5.226124493354688,ocna_dej,
2025-12-10,3.9716117244489424,ocna_dej,
2025-12-22,-0.0038619398488476953,ocna_dej,1.817986684044396
2026-01-03,-3.564574001126978,ocna_dej,1.3846254101897586
2026-01-15,-1.5670838424991482,ocna_dej,-4.61557963912341
2026-01-27,0.5818919950641213,ocna_dej,0.48812827909414086
2026-02-08,-4.68439926941263,ocna_dej,-0.9331877235713767
2026-02-20,-4.354058800653335,ocna_dej,-2.322479131795156
2026-03-04,0.34314969533476525,ocna_dej,-0.19895191644113003
2026-03-16,-2.855884429245841,ocna_dej,1.5237623668056575
2026-03-28,1.5612310083899412,ocna_dej,4.929408174202731
2026-04-09,-2.340109089579365,ocna_dej,-2.236048987428442
2026-04-21,-2.265169195840727,ocna_dej,0.49226269450426186
2026-05-03,-0.14126828694941906,ocna_dej,-1.4187494127828002
2026-05-15,1.977575652457525,ocna_dej,3.598070618364075
